OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
251,4,45ABYB0,45ABYB,0,0,6,900,04,Troncal Central,Variante de Chiquinquirá,1,6,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,6+900,1,,a6c05f13-7eba-41b9-be35-28da6c03af53,6665.11516552797
252,1,9006117,9006,117,103,117,664,02,Alternas a la Transversal del Caribe,Puente de la Cordialidad,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,117+103,117+664,1,,50cf9c65-4886-4faf-b23c-38de634411c7,2843.72601666498
253,4,88010,8801,0,0,52,615,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Buenavista - Cuestecitas,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Ramón Lobo (PR Fin 52+575 en red vial),,,,0+0,52+615,1,,d427906b-04a3-4929-9912-910f7f5c008e,55584.9992076092
254,1,80040,8004,0,0,13,386,09,Troncal del Carbon,Valledupar - La Paz,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,Act. seg 0-1,,0+0,13+386,1,,99a5cdfd-6379-45d2-80f7-11251c48e776,14805.5730641177
255,1,56080,5608,0,0,78,0,04,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Guateque - El Secreto,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,TRANSV. DEL SISGA (ENTREGADA 28-AGT-2015),,,,,0+0,78+0,2,,8c0b5f69-c96b-4442-9443-a229c9c1e6cc,79013.0794963931
256,1,45BY010,45BY01,0,0,2,0,04,Transversal Puerto Boyaca - Monterrey,Ramal a Puerto Boyacá,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0-2,,0+0,2+0,1,,44d8924e-5f56-4e08-9924-f548385eff47,3356.73307080583
257,1,40CNC0,40CNC,0,0,6,796,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Fusagasugá,2,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_central,,,0+0,6+796,2,,6c79892f-0ea4-4e73-9304-df9adb4e0e96,12806.3810158282
258,1,2003A0,2003A,0,0,41,742,14,Acceso a Florencia,Orrapihuasi - Depresión El Vergel,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,41+742,1,,e60fd848-1200-48ba-80a0-f700ee2efebc,41846.7212026911
259,2,24HL010,24HL01,0,0,12,0,14,Circuitos Ecoturisticos Huila - Cauca,Puerto Nolasco - Nátaga,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,12+0,1,,2137b946-aa5f-42c1-9f06-5fada0f9305d,11617.6616680443
260,3,24HL020,24HL02,0,0,5,0,14,Circuitos Ecoturisticos Huila - Cauca,Acceso a Itaibe (Cruce Ruta 24 - Itaibe),1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+0,1,,50c14a69-79c0-4381-b9a2-12d82aeef518,5138.74547671027
261,1,2501A102,2501A,102,0,136,0,08,Alternas a la Troncal de Occidente,Higuerones - Mojarras,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,102+0,136+0,1,,6b62599f-7ba9-4301-ba95-df933d9726df,33895.3733377339
262,2,2501A2,2501A,2,0,102,0,17,Alternas a la Troncal de Occidente,Pasto - Higuerones,1,5,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,2+0,102+0,1,,b897e5e1-a7ce-42b8-a73e-b3fb8acd7c9e,98843.5708822523
263,3,25CC020,25CC02,0,0,19,124,08,Alternas a la Troncal de Occidente,Timbío - El Tablón,1,6,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,pr final 19+0150 en Ramón Lobo,,,,0+0,19+124,1,,9f42eb45-852d-4f16-b161-f98f447cd41b,18905.9743287735
264,1,26010,2601,0,0,17,0,08,Alternas a la Troncal de Occidente,Morales - Piendamó,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,17+0,1,,fa450476-8fc9-4b1f-a669-8a53807bb5c6,17077.8473589589
265,1,49020,4902,0,0,6,199,09,Troncal del Carbon,La Paz - Río Pereira,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,,,0+0,6+199,1,,1de4cbef-1fc0-4b5d-8e16-107ef8184f0e,6608.00750386842
266,1,75060,7506,0,0,73,600,16,Acceso a Mitú,Calamar - San José del Guaviare,1,4,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,73+600,1,,9a53f6ec-f803-457e-97ac-eba73302f588,75257.6371885146
267,1,75060,7506,0,0,73,600,16,Acceso a Mitú,Calamar - San José del Guaviare,1,4,,1,,Digital Globe,2016/01/01 00:00:00+00,2016/09/20 00:00:00+00,,,,,,0+0,73+600,1,,b409c042-cda1-4fbb-9d55-406a33e119c1,133.505682721976
268,1,50CN0310,50CN03,10,505,14,500,12,Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Sopó - Cruce Ruta 55 (Briceño),1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 10 a 14+500,,10+505,14+500,1,,fed7b6b1-f712-4ca9-93cc-3e131ca5fc55,4168.83422604185
269,1,45A040,45A04,0,0,11,700,12,Troncal Central,Bogotá - Cajicá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,11+700,2,,825ae8ce-e48c-4b84-b0b0-90fffe9bd548,28276.0608234507
270,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,,2df1da81-7db3-43c8-80d2-1f3360e81a9e,24886.0544522286
271,2,65MTE0,65MTE,0,0,4,0,16,Alternas a la Troncal Villagarzon - Saravena,"Puente Guatiquía - Los Caballos
",1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,4+0,1,,46d48d32-fc6d-400c-98a6-961d23d8fe19,3834.33059348473
272,1,65105,6510,0,0,107,600,16,Troncal Villagarzon - Saravena,Villavicencio - Barranca de Upía,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,VILLAVICENCIO - YOPAL (ENTREGADA 8-SEPT-2015),,,,,0+0,107+600,2,,aad7c0fa-9a7b-4924-a907-54862f3549b6,107509.467067287
273,1,40TLE0,40TLE,0,0,4,338,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Melgar,2,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_central,,,0+0,4+338,2,,b848decb-528e-44a1-989b-8371ee2679fa,8218.62097157858
274,1,40050,4005,0,211,62,980,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,2,,,2,,"Google Maps, WFS ANI.",2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,REVERSIÓN ANI A INVIAS 05/05/2016,,3d_mal_central,,,0+211,62+980,2,,33c893ac-46b2-4fce-97b9-c5e8ebc38b74,112008.457405875
275,1,4004B0,4004B,0,0,23,800,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Chicoral,2,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,,,mal 3d,,,0+0,23+800,2,,e719e8b8-7afa-4f7e-8bc0-65ec12e740f6,51713.3417652066
276,1,45A070,45A07,80,881,93,180,22,Troncal Central,San Gil - Bucaramanga,1,5,,2,,Google Maps,2016/01/01 00:00:00+00,2016/09/01 00:00:00+00,,,,,,80+881,93+180,1,,f70a6967-822a-45ac-80cb-8ec353d65316,26518.869442743
277,1,431321,4313,21,0,73,754,09,Transversal Depresion Momposina,San José - Ye de Arjona,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 73+0840 (Ramón Lobo),rev,"Act. seg 22-23; 35-36",,21+0,73+754,1,,749f9e31-6052-46ad-a16e-6cf08fac8599,53969.8623674333
278,1,62050,6205,0,0,9,0,01,Transversal Tribuga - Arauca,Hatillo - Barbosa,3,,,1,,Google Maps,,2015/12/05 00:00:00+00,,,3d_mal_central,,,0+0,9+0,3,,8293a222-d5df-4d81-9605-a1da01878571,9089.27210161402
279,1,8004A0,8004A,0,0,38,554,09,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Valledupar - San Juan del Cesar,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,,,0+0,38+554,1,,289e8e6f-d790-4f00-a697-a66aaeed2f55,39367.0949184324
280,2,26CC030,26CC03,0,0,28,700,08,Circuitos Ecoturisticos Huila - Cauca,Jambaló - Toribío,1,5,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,28+700,1,,dea582ab-348f-47ab-940f-ce5b9614dbda,29096.9532281927
281,1,56010,5601,0,0,10,500,01,Circuito Medellin - Valle de Rionegro,Medellín - Glorieta Las Palmas,3,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/09/05 00:00:00+00,,,,,,0+0,10+500,3,,8dc9d4d0-ce9e-48b2-af42-5a3b19be8d76,10248.161131897
282,1,560110,5601,10,500,49,0,01,Circuito Medellin - Valle de Rionegro,Glorieta Las Palmas - La Unión,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,10+500,49+0,2,,2ba91f8f-bf88-4fe3-bd06-8606431bf811,38697.7171319379
283,4,45ACNB0,45ACNB,3,600,5,160,12,Alternas a la Troncal Central,Variante Portachuelo,1,4,,1,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,3+600,5+160,1,,8862d138-605a-432e-9dbf-824f8976514b,1475.62721707823
284,1,40096,4009,0,0,68,1000,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce a Rubiales - Puente Arimena,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/02/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGA 30-SEP-2015),,,,,0+0,68+1000,1,,211a09a5-c7d7-46f7-a8ce-1af0ea9c1b2b,67867.2486396703
285,1,66050,6605,0,0,131,970,07,Transversal Corredor Fronterizo del Oriente Colombiano,Tame - Corocoro,1,4,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 33-34,,0+0,131+970,1,,0b3b7c88-a318-4ef6-98c3-218e96a7d2cf,131677.469459336
286,2,25CC040,25CC04,0,0,28,0,08,Conexión Costa Pacifica - Troncal de Occidente,Popayán - El Rosarío,1,6,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 27-28,,0+0,28+0,1,,66244cb2-ce99-4bdd-8230-9597b5ac932f,29041.2856845185
287,1,23020,2302,0,0,123,200,25,Alternas a la Troncal de Occidente,Mediacanoa - Ansermanuevo,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,123+200,1,,d1e2a78a-7854-4575-a164-9b48ee91e148,125335.312887537
288,1,65020,6502,0,0,58,66,06,Troncal Villagarzon - Saravena,San José del Fragua - Florencia,1,2,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 28-30;32-37;43-46;49-50;57-58",,0+0,58+66,1,,d43b3d6a-7dab-4ea8-88b2-b32f57716a87,58649.6467888249
289,1,12030,1203,0,0,110,60,08,Transversal Rosas Condagua,La Lupa - Santiago,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,110+60,1,,cab83be1-bab2-4256-b289-8d2acdd3abec,111613.288003626
290,2,48032,4803,2,350,12,0,25,Alternas a la Troncal de Occidente,Cruce Ruta 23 (Ansermanuevo) - Cartago,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se divide por paso de Via 2302. Jorge P,,,,2+350,12+0,1,,fa710269-e979-4f02-8f5e-4e5ef1451aaf,8446.00334936145
291,1,90A01109,90A01,109,100,109,652,02,Transversal del Caribe,"Accesos, Orejas y Puente Olaya Herrera",1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,109+100,109+652,1,,d6999cb6-4a26-4783-bc6e-8fc5439f22eb,3570.2348223342
292,1,60090,6009,0,0,118,0,04,Transversal Puerto Boyaca - Monterrey,Tunja - Páez,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,118+0,1,,5e1a1ff3-c784-412d-ad37-4590fcaf8130,117607.05664464
293,3,5008B0,5008B,0,0,59,162,12,Transversal Medellin - Bogotá,El Korán - Guaduas,2,,,2,,"WFS ANI, Google Maps",2016/01/01 00:00:00+00,2016/11/25 00:00:00+00,,,3d_mal_central,,,0+0,59+162,2,,20845dfd-a6f8-43e4-89e8-9f18a343fad8,117184.151434272
294,1,500726,5007,26,695,46,0,24,Transversal Las Animas - Bogotá,Mariquita - Honda (Puente Luis Ignacio Andrade),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,CAMBAO - MANIZALES. (ENTREGADA 21-AGT-2015),,,,,26+695,46+0,2,,ce09fa08-f5e1-4baf-8d13-5c44148d2461,19057.3809523645
295,1,25ATA0,25ATA,0,0,10,700,02,Troncal de Occidente,Variante Palmar de Varela - Sabanagrande,2,,,2,,Google Maps y WFS ANI,,2016/05/20 00:00:00+00,,,3d_mal_central,,,0+0,10+700,2,,8c3cab9b-4881-4a71-b008-02c6b33f1d3a,22080.6375701818
296,1,90AT010,90AT01,0,0,18,934,02,Conexion Alternas a la Transversal del Caribe - Troncal de Occidente,Sabana - Palmar de Varela,2,,,2,,Google Maps y WFS ANI,,2016/05/20 00:00:00+00,,,3d_mal_central,,,0+0,18+934,2,,66780664-1a8c-47f0-9d93-9f68279cec13,40060.2895623126
297,1,40CN070,40CN07,0,0,14,550,12,Alternas a la Transversal Buenaventura - Villavicencio - Puerto Carreño,Chusacá - Canoas - Río Bogotá,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,14+550,1,,2076c435-60b8-4283-b61b-d4e0746cc60e,14715.5258011956
298,1,40060,4006,0,0,86,55,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 86+0600 (Ramón Lobo),rev,,,0+0,86+55,2,,42b8973b-b2c9-4ad1-8ec1-10bdad07598b,94346.7372411011
299,1,620695,6206,97,1136,98,140,22,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,4,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97,,97+1136,98+140,1,,bb17bf21-e7c4-47df-94aa-91d6482f5aaf,356.442323276045
300,4,45A070,45A07,0,0,80,881,22,Troncal Central,San Gil - Bucaramanga,1,5,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,80+881,1,,f62bb9b1-5f10-45f8-80cf-88f157982ddf,83950.2749887659
301,4,45A050,45A05,0,0,89,340,04,Troncal Central,Ubaté - Puente Nacional,1,6,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR Final 90+0000 en Ramón Lobo,,,,0+0,89+340,1,,ef9d1a8f-890c-4912-9578-a1b5cc81f4d5,95419.2375486495
302,4,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,1,5,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,10+100,1,,52f18b0c-841b-48dd-9b28-963831dc1f87,20798.9067645049
303,4,,74SCA,0,0,3,24,23,Transversal Puerto rey - Tibú,Variante al Poblado de Majagual,1,,2,1,74,Mapa Base proporcionado por Digital Globe,2018/10/04 15:31:09+00,2018/10/04 15:31:09+00,,No se tienen el eje Real de la via queda pendiente por levantar ,,,,0+0,3+24,1,,af6c75cf-f768-4696-8050-64480f44c6d0,3042.09164103631
304,1,40MT010,40MT01,0,0,7,968,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ramal Cruce Ruta 40 (Cruce Ruta a La Arepa) - El Porvenir,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,7+968,1,,e722bbf7-4e13-4efb-afd7-c1023a7d8012,7301.33277931757
305,1,401021,4010,21,0,40,820,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,,1,,Digital Globe,2016/01/01 00:00:00+00,2016/09/21 00:00:00+00,,,,IGAC no actualizó,,21+0,40+820,1,,89380205-4aa5-402e-b6ca-22fbea703833,19819.9999346591
306,1,40100,4010,0,0,21,0,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+0,1,,4fa11952-a5e8-4053-a9ab-60afe558cc57,21154.779331956
307,1,85014,8501,4,386,25,0,06,Acceso a Leticia,Leticia - Tarapacá,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,4+386,25+0,1,,c3ef9113-8347-4a60-b90c-fc4196ceaa89,20202.814204423
308,1,65140,6514,0,0,73,133,07,Troncal Villagarzon - Saravena,Paz de Ariporo - La Cabuya,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 73+0380 según Ramón Lobo,,"Act. seg  39+0040; 50-51; 72-73+380;",,0+0,73+133,1,,5a9d92bb-11ac-4b00-9a26-2ab255a10b2d,73459.6828703362
309,1,6512103,6512,103,287,105,448,07,Troncal Villagarzon - Saravena,Paso Nacional por Yopal,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,103+287,105+448,1,,d3e43cd1-f877-4410-926f-13362181a9e5,2326.50469292838
310,1,55NS090,55NS09,0,0,29,660,18,Conexión Colombia - Venezuela,Cúcuta (Redoma El Salado) - La China,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,29+660,1,,f5243609-f799-4ff7-a0ee-1197f494c96e,29271.2357695359
311,1,64050,6405,0,0,32,80,07,Ruta de Los Libertadores,Sácama - Cruce Ruta 45 (La Cabuya),1,3,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 26-32+0080,,0+0,32+80,1,,d7280209-1c9c-4074-ad42-3ce2b55a0ffa,31744.6297217584
312,1,880166,8801,66,300,101,0,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Paradero - Maicao,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 101+0200 (Ramon Lobo),rev,Act. seg ,,66+300,101+0,2,,c2cab6fc-d777-4e6e-92d3-8031082ee4f1,36397.0512737596
313,1,66060,6606,0,0,44,280,07,Transversal Corredor Fronterizo del Oriente Colombiano,Corocoro - Arauca,1,4,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 40-44,,0+0,44+280,1,,19989a24-a5e5-419f-ac16-660f87f937b1,45739.1833628037
314,1,55072,5507,2,900,53,758,18,Troncal Central del Norte,Nueva Terminal de Cúcuta - Puente Internacional Pedro de Hevia,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 6-8,,2+900,53+758,1,,5b4224e3-f238-4b8c-9af1-40a7558a8924,51622.9773891272
315,1,40QN010,40QN01,0,0,8,617,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,Club Campestre - El Caimo,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,8+617,2,,53a068bb-e1d9-4039-8e69-d6581412e754,9063.21775554917
316,1,29RSB0,29RSB,0,0,1,710,21,Troncal del Eje Cafetero,Variante de Galicia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+710,1,,49e9f077-373f-4c6a-a372-b5c867994e5b,1844.42694546641
317,2,37CCA0,37CCA,0,0,7,0,08,Circuitos Ecoturisticos Huila - Cauca,Rionegro - Tacueyó,1,5,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,7+0,1,,3b322719-3ed2-4576-8588-d27294e1f3fc,7409.74905747463
318,1,40020,4002,0,0,41,760,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Paila - Club Campestre,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,41+760,2,,ef7b2df4-166b-4658-b494-408ece4ed76b,42437.4954077174
319,1,170128,1701,28,900,40,200,17,Via Alterna al Puerto de Tumaco,Guachucal - El Espino,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act seg 29-30,,28+900,40+200,1,,cdefe1df-b010-4160-926f-917e0faebe65,11413.0491028629
320,1,2901B0,2901B,0,0,23,325,20,Acceso a Armenia,Armenia - Montenegro - Alcalá,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,23+325,1,,ad6ba8c9-47fa-447e-85e4-33523af6451a,23616.016265692
321,2,24HL030,24HL03,0,0,3,100,14,Alternas a la Troncal del Magdalena,Cruce Ruta 24 - Tesalia,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,3+100,1,,1b42823d-4c1d-41ca-b9a5-32c906e1e7e3,3324.96773375532
322,2,40QN042,40QN04,2,300,4,0,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - Armenia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,2+300,4+0,1,,0c4ec7c6-2db3-4de1-996f-ea4492524eb1,1698.88230064743
323,1,450366,4503,66,0,131,680,14,Troncal del Magdalena,San Juan de Villalobos - Pitalito,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,66+0,131+680,2,,40e85f3e-616c-48eb-af9c-021b5efd3982,64782.4769915351
324,1,26020,2602,0,0,109,10,08,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,109+10,1,,4d1c03c8-d8b7-4f73-ae24-ab0bbf81aba8,111544.758721145
325,1,400241,4002,41,760,50,250,20,Troncal del Eje Cafetero,Club Campestre - Armenia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,41+760,50+250,1,,40cb3d82-d838-4d68-a7d2-2ada3252c6bd,8643.99527909433
326,1,37020,3702,0,0,42,0,08,Circuitos Ecoturisticos Huila - Cauca,Guadualejo - Irlanda,1,4,,1,,OpenStreetMap.,,2016/06/30 00:00:00+00,,,3d_mal_oeste,,,0+0,42+0,1,,d45f63ae-5b69-4fab-932b-448ae31dee2b,44361.177164441
327,1,45050,4505,0,0,2,0,14,Troncal del Magdalena,Paso Nacional por Garzón,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 1+1030 en Ramón Lobo,,Act. seg 0-1,,0+0,2+0,1,,2d6c87c2-219d-4c5a-bd03-1dd8f266351f,2153.00484179579
328,1,2501B60,2501B,60,0,91,0,17,Alternas a la Troncal de Occidente,Santa Bárbara - Pasto,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 4 (60+0000),div,,,60+0,91+0,1,,73774eb6-818e-44f8-8ea6-d7620798a9b2,31019.3721700239
329,1,65013,6501,2,750,55,600,19,Troncal Villagarzon - Saravena,Villagarzón - Puerto Bello,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 47-50,,2+750,55+600,1,,6ee8d17a-bf37-4541-9c88-5d30bbbb31ca,52169.5080916005
330,1,100295,1002,95,0,127,600,17,Transversal Tumaco - Leticia,Tuquerres - Pedregal,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 3 (95+0000),div,,,95+0,127+600,1,,76018c84-c256-4ccc-8e54-b7d0a854f619,32481.7961141015
331,1,45HLC0,45HLC,0,0,5,0,14,Troncal del Magdalena,Variante de Pitalito,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,0+0,5+0,2,,cff92bea-9be7-4daf-b4cf-d53376ceb426,10182.4101510621
332,1,45040,4504,0,0,2,180,14,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+180,1,,8caf896e-c006-416b-9ac0-887f14dbd8e1,2224.42058216571
